veredicto,sector,partido,promesa,verbo,plazo,justificacion,obstaculos,condiciones_para_viabilidad,fuentes
Requiere condiciones previas,salud,Partido Morado,Fomentar la salud mental comunitaria y el soporte digital creando una red de soporte a la que llamaremos NASAM (Núcleos de apoyo en salud mental).,Fomentar,Sin plazo definido,"La MML sí tiene base legal para promover acciones de salud preventiva y campañas vinculadas a salud mental comunitaria, porque el artículo 79 de la Ley 27972 le permite realizar campañas de medicina preventiva, primeros auxilios y educación sanitaria, y también promover programas de prevención y rehabilitación en coordinación con otras entidades. Sin embargo, la “red de soporte” NASAM y su componente digital no aparecen como servicio ya establecido en la estructura ordinaria identificada para la MML, por lo que su implementación requeriría una habilitación institucional y operativa previa dentro del ROF/gestión interna y programación presupuestal. El pliego 150101 de la MML tiene una inversión per cápita de S/ 7.42, el menor del país, por lo que el margen para crear una red nueva sin reprogramación o priorización específica es limitado. La promesa es municipal solo en la parte de promoción y articulación; si pretende atención psicológica directa o soporte clínico, eso excede la competencia propia y exige coordinación con MINSA/DIRIS.","No existe evidencia de una línea operativa vigente denominada NASAM en el marco orgánico o programático básico de la MML; además, el bajo margen de inversión del pliego 150101 dificulta financiar una red nueva sin reasignación. La atención clínica de salud mental no es competencia directa municipal.","Podría habilitarse mediante ordenanza metropolitana o acto de gestión interna que cree/adscriba el servicio, más ajuste del PIA/PIM y convenios con DIRIS/MINSA para la componente clínica y digital, o mediante programación en el siguiente ejercicio fiscal.",Ley Nº 27972 - Ley Orgánica de Municipalidades: https://www.munlima.gob.pe/images/descargas/normas-administrativas/Ley%2027972%20_%20Ley%20Org%C3%A1nica%20de%20Municipalidades.pdf | Ordenanza N° 2537 - ROF de la Municipalidad Metropolitana de Lima: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Municipalidad Metropolitana de Lima - Transparencia / presupuesto: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D
Requiere condiciones previas,salud,Partido del Buen Gobierno,Plataforma digital de orientación preventiva.,Plataforma,2027 - 2030,"La promesa sí se enmarca parcialmente en competencias municipales porque el artículo 80 de la Ley 27972 permite a las municipalidades provinciales difundir programas de saneamiento ambiental y realizar campañas de medicina preventiva, educación sanitaria y profilaxis local, pero no configura una competencia de atención sanitaria integral. En la MML, el ROF aprobado por Ordenanza 2537 organiza funciones vinculadas a gestión municipal, mientras que la ejecución de una plataforma digital preventiva requeriría asignación operativa específica y articulación con entidades de salud; además, el pliego 150101 de la MML ha sido identificado con una inversión per cápita de S/ 7.42, la menor del país, lo que restringe la viabilidad de una nueva herramienta sin programación presupuestal. Por ello, la propuesta no es de ejecución inmediata sin condiciones previas y encaja mejor como iniciativa sujeta a implementación vía presupuesto, diseño funcional y, de ser necesario, ajuste del PIA/PIM o convenio de interoperabilidad.","No existe una competencia municipal general para orientar preventivamente en salud como servicio sanitario propio; la MML solo tiene funciones de prevención, difusión y coordinación. El obstáculo principal es presupuestal y operativo: una plataforma digital nueva exige desarrollo, mantenimiento, contenidos técnicos y eventual integración con redes de salud, sin que se haya acreditado una asignación específica suficiente en el pliego 150101.","Podría habilitarse mediante programación en el presupuesto institucional del siguiente ejercicio o con un ajuste del PIA/PIM del pliego 150101, acompañado de una disposición interna u ordenanza metropolitana que defina alcance, responsable, interoperabilidad y cobertura. Si la orientación preventiva se articula con salud pública, también requeriría convenios con entidades competentes para el contenido técnico y la derivación.",Ley Nº 27972 - Ley Orgánica de Municipalidades: https://www.munlima.gob.pe/images/descargas/normas-administrativas/Ley%2027972%20_%20Ley%20Org%C3%A1nica%20de%20Municipalidades.pdf | Ordenanza N° 2537 - ROF de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Portal de transparencia de la MML: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D
Requiere condiciones previas,salud,Perú Libre,Se empezará una campaña de fiscalización en los establecimientos del SISOL para que los médicos tratantes no induzcan a los pacientes a comprar medicamente de marca además de fiscalizar que todas las farmacias cumplan con a la venta de los medicamentos genéricos para el acceso oportuno a los medicamentos.,Se empezará,Sin plazo definido,"La Municipalidad Metropolitana de Lima sí tiene base legal para fiscalizar establecimientos y servicios vinculados a higiene, seguridad y abastecimiento de medicamentos: el artículo 73 de la Ley 27972 asigna a las municipalidades provinciales la función de controlar normas de higiene y seguridad en establecimientos, y la de supervisar el normal abastecimiento de medicamentos genéricos. Sin embargo, la promesa mezcla fiscalización municipal con la conducta clínica de médicos tratantes en establecimientos SISOL y la vigilancia general de todas las farmacias, lo que exige encuadrarla en el ROF de la MML y en su régimen de fiscalización/sanción vigente; además, el pliego 150101 opera con recursos muy acotados, con inversión per cápita de S/ 7.42 según el contexto presupuestal indicado. Por ello, la medida puede ejecutarse solo como campaña de fiscalización dentro de las funciones municipales ya existentes y no como expansión inmediata de alcance sin soporte operativo y procedimental previo.","Alcance mixto: la inducción médica dentro de SISOL involucra prestación de servicios de salud y protocolos internos que no se agotan en fiscalización municipal ordinaria; además, fiscalizar todas las farmacias de Lima excede la capacidad operativa del pliego 150101 sin priorización territorial ni programación específica. También se requiere compatibilizar la acción con el ROF y con el régimen sancionador municipal aplicable.","Podría habilitarse mediante programación operativa específica en el pliego 150101, priorización en el PIA/PIM de fiscalización y, de ser necesario, una ordenanza o directiva interna que precise alcance, procedimiento, órganos responsables y coordinación con las áreas competentes de la MML para inspección y sanción.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.mef.gob.pe/contenidos/presu_publ/capacita/programacion_formulacion_presupuestal2012/Anexos/ley27972.pdf | Ley Orgánica de Municipalidades - Ley N.° 27972 (texto concordado): https://www.jne.gob.pe/oc/2025/Compendio-de-Legislacion-Electoral/14-Ley-Organica-Municipalidades-Ley-N27972.pdf | TuO de la Ley de Licencia de Funcionamiento y fiscalización de actividades económicas: https://spijweb.minjus.gob.pe/wp-content/uploads/2024/03/DS_163-2020-PCM.pdf | Ordenanza N.° 2537-MML - ROF de la Municipalidad Metropolitana de Lima: https://mesadepartes.emmsa.com.pe/public/src/1991160182.pdf | Consulta/Marco presupuestal MML pliego 150101: https://apps5.mineco.gob.pe/
Requiere condiciones previas,salud,Podemos Peru,"Ampliar la cobertura de farmacias SISOL para garantizar el acceso a medicamentos genéricos de calidad a precios sociales, priorizando adultos mayores, personas con discapacidad y familias en situación de vulnerabilidad.",Ampliar,Sin plazo definido,"La Ley 27972 sí permite a las municipalidades provinciales gestionar la atención primaria de la salud y realizar campañas de educación sanitaria, y también les reconoce funciones en saneamiento, salubridad y comercialización de productos, pero la promesa de ampliar farmacias SISOL requiere una decisión organizativa y operativa específica sobre establecimientos municipales de venta de medicamentos, no una obligación legal ya existente. En el marco de la MML, SISOL es un servicio municipal que puede sostener una expansión si existe capacidad presupuestal y habilitación interna; sin embargo, con el pliego 150101 y una inversión per cápita de S/ 7.42, la ampliación no queda automáticamente cubierta por el presupuesto vigente y normalmente exige reprogramación o priorización presupuestal. Además, la Ley de Presupuesto 2026 (Ley 32513) identifica al pliego 150101 y al pliego 465, pero no convierte esta expansión en ejecución inmediata sin soporte en el PIA/PIM ni en la programación institucional.","No es una competencia sanitaria plena de la MML como gobierno local para sustituir al MINSA/DIRIS; la ampliación de cobertura de farmacias SISOL depende de disponibilidad presupuestal del pliego 150101, de capacidad operativa de SISOL y de la habilitación interna de locales, personal y abastecimiento. El principal límite es que la promesa implica expandir un servicio municipal existente, no solo promoverlo.","Requiere ajuste del PIA/PIM o reprogramación presupuestal del pliego 150101 para financiar apertura, abastecimiento y operación de nuevas sedes; si se pretende ampliar a más locales o modalidades, también requiere instrumento interno/ordenanza metropolitana o modificación de la organización de SISOL, y eventualmente programación en el siguiente ejercicio fiscal.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.congreso.gob.pe/Docs/DGP/DIDP/files/descentralizacion/27972.pdf | Ley N.° 32513 - Ley de Presupuesto del Sector Público para el Año Fiscal 2026: https://www.gob.pe/institucion/mef/normas-legales/7475743-32513 | Concesión/convocatoria SISOL MML: https://transparencia.sisol.gob.pe/assets/uploads/convocatoria/asociacion/tdr/2022/BASE_CONVOCATORIA_N_TR2_5_2022_0224112102.pdf
Requiere condiciones previas,salud,Progresemos,Brindar certificación técnica municipal gratuita en sanidad y manipulación de alimentos a las madres conductoras de los programas alimentarios.,Brindar,Sin plazo definido,"La MML sí tiene base legal para intervenir en inocuidad y control sanitario de alimentos en el ámbito municipal: el artículo 79 de la Ley 27972 le asigna funciones sobre el acopio, distribución, almacenamiento y comercialización de alimentos y bebidas, y el marco metropolitano de salubridad incorpora vigilancia y certificación sanitaria de buenas prácticas. Sin embargo, la promesa específica de ""certificación técnica municipal gratuita"" no aparece como un servicio ya vigente y gratuito en la evidencia revisada, y además la normativa citada por INDECOPI advierte que no puede exigirse un carné sanitario como condición general para trabajar, por lo que el diseño debe ajustarse al TUPA y a la ordenanza aplicable. En el pliego 150101, la MML opera con el presupuesto local más bajo del país, con inversión per cápita de S/ 7.42, por lo que la gratuidad generalizada requiere habilitación presupuestal y probablemente adecuación del TUPA/PIA-PIM.","No hay evidencia de que la MML ya tenga vigente un trámite gratuito exactamente con esa denominación para madres conductoras de programas alimentarios; la certificación sanitaria exige sustento normativo y tarifario en TUPA. El obstáculo principal es presupuestal y procedimental: financiar gratuidad en el pliego 150101 sin modificar tasas, TUPA o programación anual.","Puede habilitarse mediante ordenanza metropolitana que cree o adapte el procedimiento en el TUPA, establezca alcance, requisitos y exoneración de pago para el grupo objetivo, y luego ajuste el PIA/PIM o programe recursos en el siguiente ejercicio fiscal del pliego 150101; también podría articularse con la gerencia competente bajo el ROF vigente y las ordenanzas metropolitanas de salubridad e inocuidad.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.congreso.gob.pe/Docs/files/leyes/ley27972.pdf | Ley N.° 27972 (texto concordado): https://www.mef.gob.pe/contenidos/presu_publ/capacita/programacion_formulacion_presupuestal2012/Anexos/ley27972.pdf | Ordenanza N.° 550 - Sistema Metropolitano de Supervisión y Control de Alimentos y Bebidas de Consumo Humano: https://www.mef.gob.pe/contenidos/presu_publ/migl/municipalidades_pmm_pi/guia_cumplimiento_meta19_2017.pdf | Consulta de ejecución y presupuesto municipal - Pliego 150101: https://apps5.mineco.gob.pe/transparencia/Navegador/default.aspx | TUPA / trámites de la MML: https://www.gob.pe/institucion/munlima/tramites
Requiere condiciones previas,salud,Renovación Popular,"Implementaré centros integrales: de imágenes; exámenes auxiliares; medicina física y rehabilitación, medicina complementaria y otros. Estratégicamente ubicados en diferentes puntos de la ciudad.",Implementaré,Sin plazo definido,"La Ley 27972, artículo 80, atribuye a las municipalidades provinciales la gestión de la atención primaria de la salud y la construcción/equipamiento de postas, botiquines y puestos de salud, además de la promoción de calidad de servicios de salud públicos; por tanto, Lima Metropolitana sí tiene un marco de competencia sanitaria, pero no para crear por sí sola una red asistencial especializada amplia sin coordinación y habilitación administrativa previa. La promesa de “centros integrales” de imágenes, exámenes auxiliares, medicina física y rehabilitación y medicina complementaria excede el contenido típico de atención primaria y requiere definir servicios, infraestructura, habilitación sanitaria, personal y sostenibilidad presupuestal; además, el ROF de la MML fue aprobado por Ordenanza 2537 y modificado posteriormente, lo que muestra que cualquier nueva línea orgánica/funcional debe alinearse con su estructura vigente. El presupuesto de la MML en el pliego 150101 es reducido para este tipo de inversión —la referencia dada es una inversión per cápita de S/ 7.42—, por lo que la ejecución depende de programación presupuestal, priorización del PIM y, en su caso, convenios o transferencias para infraestructura y operación.","Limitación de competencia material para servicios de salud especializados de mayor complejidad; necesidad de habilitación sanitaria, definición de órganos responsables en el ROF y asignación presupuestal suficiente en el pliego 150101 para infraestructura, equipamiento y operación continua.","Podría habilitarse mediante ordenanza metropolitana que precise funciones y cartera de servicios, más ajuste del PIA/PIM del pliego 150101 y, si corresponde, programación en el siguiente ejercicio fiscal o suscripción de convenios interinstitucionales para ejecución y sostenibilidad.",Ley N.° 27972 - Ley Orgánica de Municipalidades: https://www.munlima.gob.pe/images/descargas/normas-administrativas/Ley%2027972%20_%20Ley%20Org%C3%A1nica%20de%20Municipalidades.pdf | Ordenanza N.° 2537 - ROF de la Municipalidad Metropolitana de Lima: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Consulta Amigable MEF - Pliego 150101 Municipalidad Metropolitana de Lima: https://apps5.mineco.gob.pe/transparencia/Navegador/default.aspx
Requiere condiciones previas,salud,Somos Perú,"En los primeros 100 días se elaborará el padrón de aliados veterinarios, se definirá el protocolo de adhesión a la red de clínicas veterinarias sociales y se precisará el esquema de implementación entre la Gerencia de Desarrollo Humano/Subgerencia de Salud Pública, SERPAR - Lima y EMILIMA para sedes o espacios municipales, priorizando campañas de vacunación, desparasitación, esterilización responsable y atención preventiva accesible.",elaborará,primeros 100 días,"La MML sí tiene competencia normativa y de gestión para sanidad animal y tenencia responsable: el artículo 80 de la Ley 27972 le atribuye a las municipalidades provinciales controlar la sanidad animal, controlar epidemias que afecten a la fauna metropolitana y organizar/controlar la sanidad animal y la tenencia de animales domésticos. El compromiso también puede articularse con su ROF vigente y con funciones de promoción y coordinación interna entre Gerencia de Desarrollo Humano, Subgerencia de Salud Pública, SERPAR y EMILIMA; sin embargo, la creación de una red de clínicas veterinarias sociales con sedes/espacios municipales exige habilitación operativa, definición de protocolo, disponibilidad de locales y, si implica nuevos servicios o gastos no previstos, ajuste presupuestal o programación en el PIA/PIM. El presupuesto de la MML es limitado y el pliego 150101 arrastra la menor inversión per cápita del país, por lo que la promesa no es autosuficiente con la estructura existente si no se precisa financiamiento y soporte normativo interno.","Falta precisar fuente de financiamiento para campañas sostenidas, uso de espacios municipales y eventual prestación veterinaria; si se abren servicios nuevos, puede requerir adecuación presupuestaria y operativa. La promesa no distingue entre coordinación interna y ejecución material del servicio, ni acredita que existan hoy convenios, protocolos o partidas para una red de clínicas sociales.","Puede habilitarse mediante acto interno/ordenanza metropolitana que apruebe el esquema operativo, más la incorporación o reprogramación presupuestal en el PIA/PIM del pliego 150101; si se pretende expansión de servicios para el siguiente ejercicio, debe programarse en el presupuesto anual correspondiente y formalizarse con convenios de gestión y uso de espacios con SERPAR y EMILIMA.",Ley Nº 27972 - Ley Orgánica de Municipalidades: https://www.munlima.gob.pe/images/descargas/normas-administrativas/Ley%2027972%20_%20Ley%20Org%C3%A1nica%20de%20Municipalidades.pdf | Ordenanza N.° 2537 - ROF de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Transparencia MML - ROF vigente: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D
Requiere condiciones previas,salud,Visión Perú,"La psicología comunitaria será incorporada mediante escuelas para padres, orientación emocional, prevención del bullying, prevención del consumo de drogas, fortalecimiento de habilidades socioemocionales y atención preventiva en casos de violencia familiar o escolar.",será incorporada,Sin plazo definido,"La promesa encaja parcialmente en competencias municipales porque la Ley 27972 permite a las municipalidades promover el desarrollo integral de la niñez y juventud y acciones de prevención social en el ámbito local, pero no les atribuye la provisión de salud mental ni educación básica como servicio propio; además, la MML debe sujetarse a sus funciones del ROF aprobado por Ordenanza 2537 y sus modificatorias. Por ello, actividades como escuelas para padres, orientación emocional, prevención del bullying y del consumo de drogas pueden articularse como programas preventivo-promocionales municipales o vía convenios, pero la atención preventiva de violencia familiar o escolar requiere coordinación externa con MINSA/DIRIS, MINEDU/DRE y MIMP/PNP, que no forman parte de la competencia directa metropolitana. El pliego 150101 de la MML opera con el menor nivel de inversión per cápita del país (S/ 7.42, según el contexto proporcionado), por lo que la ejecución depende de disponibilidad presupuestal y programación en PIA/PIM o en el siguiente ejercicio; no hay base suficiente para tratarla como una acción ya existente ni como una obligación legal específica.","No tiene competencia directa para brindar salud primaria, salud mental ni educación básica; la implementación integral exige coordinación intersectorial y puede quedar limitada por el reducido margen presupuestal del pliego 150101.","Puede habilitarse mediante una ordenanza metropolitana o una adecuación del ROF para asignar la función a la unidad competente, junto con ajuste del PIA/PIM o programación presupuestal del siguiente ejercicio y convenios con entidades sectoriales.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://leyes.congreso.gob.pe/DetLeyNume_1p.aspx?xNorma=6&xNumero=27972&xTipoNorma=0 | Ordenanza N.° 2537 - ROF de la Municipalidad Metropolitana de Lima: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Consulta Amigable del MEF - Seguimiento de la Ejecución Presupuestal: https://www.mef.gob.pe/es/?option=com_content&language=es-ES&Itemid=100944&lang=es-
Requiere condiciones previas,educacion,Acción Popular,"Implementaremos las siguientes acciones: Escuelas Metropolitanas de Empleabilidad para mujeres y jóvenes, Formación en habilidades digitales y competencias para la economía del futuro, Programa formativo para empleos verdes, economía del cuidado y sectores con potencial de crecimiento, Orientación vocacional y fortalecimiento de habilidades para la inserción laboral.",Implementaremos,Sin plazo definido,"La Ley 27972 sí permite a las municipalidades actuar en educación mediante funciones compartidas: promover comunidades educadoras, diseñar/ejecutar/evaluar el proyecto educativo local, apoyar tecnologías y organizar el COPALE, pero no les atribuye la gestión directa de empleabilidad como política laboral nacional. El ROF de la MML aprobado por Ordenanza 2537 y sus modificatorias organiza funciones metropolitanas, pero la ejecución de “escuelas metropolitanas” y programas formativos requiere encuadre operativo, presupuesto y probablemente articulación interinstitucional; además, el pliego 150101 de la MML tiene la menor inversión per cápita reportada (S/ 7.42), lo que limita expansión sin reprogramación. Por ello, la promesa puede encajar solo como oferta municipal complementaria de formación/orientación, no como solución integral de empleo, y para ejecutarse hoy requiere habilitación presupuestal y/o programación específica en el PIA/PIM.","No existe competencia municipal exclusiva sobre empleabilidad ni sobre inserción laboral como política pública general; la oferta depende de recursos del pliego 150101 y de la capacidad operativa instalada de la MML. Sin ajuste presupuestal o sin convenios con entidades educativas y laborales, la escala del programa queda restringida.","Puede habilitarse mediante reprogramación del PIA/PIM del pliego 150101, priorización de actividades de capacitación en el marco del artículo 82 de la Ley 27972, y convenios específicos con entidades públicas o privadas; si se desea ampliar cobertura, tendría que incorporarse en el presupuesto del siguiente ejercicio o mediante una ordenanza/ajuste de instrumentos de gestión que precise la intervención.",Ley Orgánica de Municipalidades - Ley N° 27972: https://www.congreso.gob.pe/Docs/DGP/DIDP/files/descentralizacion/27972.pdf | Ley N° 27972 (texto consolidado en MML): https://www.munlima.gob.pe/images/descargas/normas-administrativas/Ley%2027972%20_%20Ley%20Org%C3%A1nica%20de%20Municipalidades.pdf | Ordenanza N° 2537 - ROF de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Transparencia MML - ROF y documentos institucionales: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D
Requiere condiciones previas,educacion,Ahora Nación,Incorporar programas educativos en escuelas y universidades sobre la importancia del patrimonio histórico.,Incorporar,Sin plazo definido,"La promesa sí se vincula con competencias municipales porque el artículo 82 de la Ley 27972 asigna a las municipalidades la promoción de la educación, la cultura y la difusión del patrimonio cultural en su jurisdicción, y el artículo 73 les permite actuar en materia de educación, cultura y conservación del patrimonio. En la MML, el ROF vigente ubica la función cultural en la Gerencia de Cultura y su unidad de patrimonio cultural, museos y bibliotecas, lo que permite impulsar actividades educativas sobre patrimonio; además, el pliego 150101 muestra que la MML opera con una inversión per cápita de S/ 7.42, el menor del país, por lo que la implementación real depende de programación presupuestal y coordinación interinstitucional. No obstante, incorporar programas educativos en escuelas y universidades exige convenios con MINEDU, DRE y universidades, o una programación específica en el PIA/PIM, porque la MML no administra directamente el sistema educativo básico ni universitario.","Limitación de competencia directa sobre escuelas y universidades; necesidad de convenios y de asignación presupuestal en el pliego 150101 para sostener materiales, personal y ejecución territorial.","Puede habilitarse mediante una ordenanza o acuerdo metropolitano que apruebe la estrategia, más convenios con MINEDU/DRE y universidades, y la inclusión de metas y recursos en el PIA/PIM del pliego 150101 del siguiente ejercicio o mediante modificación presupuestal si existiera saldo disponible.",Ley Orgánica de Municipalidades - Ley 27972: https://www.mef.gob.pe/contenidos/presu_publ/capacita/programacion_formulacion_presupuestal2012/Anexos/ley27972.pdf | Ordenanza N.° 2537 - ROF de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Transparencia MML - TUO del ROF actualizado: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D | Consulta Amigable MEF - Pliego 150101: https://apps5.mineco.gob.pe/transparencia/Navegador/default.aspx?y=2026&ap=ActProy
Requiere condiciones previas,educacion,Alianza Electoral Venceremos,"Lima IA Niñez: talleres de pensamiento computacional e inteligencia artificial para niños y adolescentes en escuelas municipales, bibliotecas y clubes zonales de Lima Norte, Sur y Este.",talleres,Sin plazo definido,"El art. 82 de la Ley 27972 permite a las municipalidades provinciales actuar en educación de forma compartida: promover comunidades educadoras, diseñar/ejecutar/evaluar el proyecto educativo local y apoyar infraestructura educativa, pero no sustituye la competencia del MINEDU/DRE sobre el servicio educativo básico. En la MML, el ROF aprobado por Ordenanza 2537 sí contiene una Gerencia de Desarrollo Humano que gestiona actividades en materia de educación, y la propia estructura incluye bibliotecas y espacios culturales, por lo que talleres de pensamiento computacional e IA podrían encajar como actividad municipal complementaria; sin embargo, para ejecutarlos como programa sostenido en escuelas municipales, bibliotecas y clubes zonales se requiere programación operativa y cobertura presupuestal específica en el pliego 150101. El obstáculo no es la materia en sí, sino la necesidad de habilitarla con el PIA/PIM o convenios operativos con la red educativa; además, la MML tiene una restricción fiscal relevante: el pliego 150101 es el de menor inversión per cápita del país (S/ 7.42, según el contexto dado).","No puede imponerse sobre la gestión curricular de escuelas públicas ni operar en instituciones educativas sin coordinación con la DRE/MINEDU; además, requiere presupuesto y programación operativa específica dentro del pliego 150101, que tiene capacidad de inversión muy limitada.","Puede habilitarse mediante programación en el PIA/PIM del pliego 150101, convenios de cooperación con DRE/MINEDU para el uso de escuelas, y ejecución por gerencias/espacios ya existentes de la MML (bibliotecas, clubes zonales y programas de desarrollo humano).",Ley Orgánica de Municipalidades - Ley 27972: https://www.munlima.gob.pe/images/descargas/normas-administrativas/Ley%2027972%20_%20Ley%20Org%C3%A1nica%20de%20Municipalidades.pdf | Ordenanza N° 2537 - ROF de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Ordenanza N° 2625 y reglamento citado en el El Peruano: https://busquedas.elperuano.pe/dispositivo/NL/2469989-1 | Consulta Amigable MEF - Pliego 150101: https://apps5.mineco.gob.pe/
Requiere condiciones previas,educacion,Alianza para el Progreso,Crear un circuito cultural metropolitano que lleve la oferta artística al 35% de participación de la población al 2030.,Crear,2030,"La promesa se ubica dentro de competencias municipales compartidas: el artículo 82 de la Ley 27972 permite a las municipalidades promover actividades artísticas y culturales, promover actividades culturales diversas y organizar/sostener centros culturales, bibliotecas, teatros y talleres de arte; por tanto, la MML sí puede impulsar un circuito cultural metropolitano. Sin embargo, la meta de llevar la oferta artística al 35% de participación al 2030 exige programación, cobertura, indicadores y financiamiento plurianual que no se ejecutan de inmediato sin formalización operativa y presupuestal; además, la MML opera con el pliego 150101 y registra inversión per cápita de S/ 7.42, la menor del país, lo que limita expansión de oferta si no se reasignan recursos o se aprueba un nuevo PIA/PIM. El ROF metropolitano actualizado reconoce unidades vinculadas a cultura y gestión de espacios metropolitanos, pero la implementación concreta de un circuito con meta cuantificable requiere actos de programación y asignación presupuestaria adicional.","Limitación presupuestal del pliego 150101 para ampliar cobertura cultural a escala metropolitana; necesidad de definir red de espacios, programación, indicadores y costos operativos; la meta 35% al 2030 no se materializa solo con la competencia general de promover cultura.","Puede habilitarse mediante ordenanza metropolitana que apruebe el circuito cultural, su plan operativo e indicadores, más ajuste del PIA/PIM del pliego 150101 o programación en el siguiente ejercicio fiscal con financiamiento plurianual y convenios con entidades culturales.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.sat.gob.pe/TransparenciaV3/Portals/0/Docs/NormasOtrasEntidades/Ley_Organica_27972_v6.pdf | Ley Orgánica de Municipalidades - Ley N.° 27972 (concordancias): https://www.mef.gob.pe/contenidos/presu_publ/capacita/programacion_formulacion_presupuestal2012/Anexos/ley27972.pdf | Municipalidad Metropolitana de Lima - Transparencia / ROF actualizado: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D | Ordenanza N.° 2537 de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | MML / Presupuesto público: https://apps5.mineco.gob.pe/
Requiere condiciones previas,educacion,Avanza País,"La gestión metropolitana desarrollará una red de talleres y programas socioeducativos en coordinación con instituciones educativas, municipalidades distritales, Ministerio de Educación, Dirección Regional de Educación de Lima Metropolitana, universidades, sector privado y organizaciones sociales.",desarrollará,Sin plazo definido,"La promesa sí encaja en competencias municipales compartidas: el artículo 82 de la Ley 27972 permite a las municipalidades promover comunidades educadoras, diseñar y evaluar el proyecto educativo local, apoyar redes educativas y articular alianzas con instituciones especializadas. Sin embargo, el enunciado plantea una red de talleres y programas socioeducativos que requiere formalización operativa y coordinación interinstitucional sostenida con Minedu/DRELM y actores externos, por lo que no puede tratarse como ejecución inmediata solo con la voluntad política. En la MML, el ROF aprobado por Ordenanza 2537 y modificatorias organiza funciones, pero la creación o ampliación de una red de este tipo normalmente exige programación presupuestal, definición de unidades responsables y, de ser el caso, actos de implementación adicionales; además, el pliego 150101 tiene una inversión per cápita de S/ 7.42, la más baja del país, lo que limita capacidad de expansión sin priorización presupuestaria.","No es una competencia exclusiva de la MML y requiere coordinación externa con instituciones educativas, DRELM y universidades; además, la baja holgura del pliego 150101 obliga a reasignación o programación presupuestal para sostener talleres y programas continuos.","Puede habilitarse mediante programación presupuestal en el PIA/PIM del siguiente ejercicio o mediante reasignación interna y convenios específicos ya formalizados; si se pretende una red metropolitana con cobertura y metas nuevas, requiere acto de implementación y respaldo presupuestal adicional.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.mef.gob.pe/es/normatividad/por-tema/ley-organica-de-municipalidades-ley-n-27972 | Ley Orgánica de Municipalidades - texto consolidado: https://www.mef.gob.pe/contenidos/presu_publ/capacita/programacion_formulacion_presupuestal2012/Anexos/ley27972.pdf | Ordenanza N.° 2537 - ROF de la Municipalidad Metropolitana de Lima: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D | Pliego 150101 - Municipalidad Metropolitana de Lima: https://apps5.mineco.gob.pe/ | Portal institucional de la MML: https://www.gob.pe/institucion/munlima
